FID,roof,road,watr,conc,Veg,dry,irr,H,W
8947,0.076923077,0,0,0.270710059,0.072485207,0.573964497,0.00591716,0.353846154,27.69230769
8948,0.207692308,0,0.001538462,0.410769231,0.115384615,0.264615385,0,0.955384615,23.76923077
8949,0.144615385,0,0.009230769,0.161538462,0.126153846,0.552307692,0.006153846,0.665230769,25.66153846
8950,0,0,0.481538462,0,0.133846154,0.384615385,0,0,30
8951,0.161538462,0,0,0.386153846,0.223076923,0.229230769,0,0.743076923,25.15384615
8952,0.458579882,0,0,0.360946746,0.127218935,0.053254438,0,2.109467456,16.24260355
8953,0.578461538,0,0,0.306153846,0.035384615,0.08,0,2.660923077,12.64615385
8954,0.706153846,0,0,0.030769231,0.193846154,0.069230769,0,3.248307692,8.815384615
8955,0.726153846,0,0,0.018461538,0.12,0.135384615,0,3.456615385,8.215384615
8956,0.436923077,0,0,0.024615385,0.136923077,0.401538462,0,2.009846154,16.89230769
8957,0.352071006,0,0,0.553254438,0.045857988,0.048816568,0,1.619526627,19.43786982
8958,0.56,0,0,0.266153846,0.069230769,0.104615385,0,2.576,13.2
8959,0.62,0,0,0.038461538,0.130769231,0.210769231,0,2.852,11.4
8960,0.123076923,0,0,0.024615385,0.084615385,0.767692308,0,0.566153846,26.30769231
8961,0,0,0,0,0,1,0,0,30
8962,0,0,0,0,0,1,0,0,30
8963,0,0,0,0,0,1,0,0,30
8964,0,0,0,0,0,1,0,0,30
8965,0,0,0,0,0,1,0,0,30
8966,0,0,0,0,0,1,0,0,30
8967,0,0,0,0,0,1,0,0,30
8968,0,0,0,0,0,1,0,0,30
8969,0,0,0,0,0,1,0,0,30
8970,0,0,0,0,0,1,0,0,30
8971,0,0,0,0,0,1,0,0,30
8972,0,0,0,0,0,1,0,0,30
8973,0,0,0,0,0,1,0,0,30
8974,0,0,0,0,0,1,0,0,30
8975,0,0,0,0,0,1,0,0,30
8976,0,0,0,0,0,1,0,0,30
8977,0,0,0,0,0,1,0,0,30
8978,0,0,0,0,0,1,0,0,30
8979,0,0,0,0,0,1,0,0,30
8980,0,0,0,0,0,1,0,0,30
8981,0,0,0,0,0,1,0,0,30
8982,0,0,0,0,0,1,0,0,30
8983,0,0,0,0,0,1,0,0,30
8984,0,0,0,0,0,1,0,0,30
8985,0,0,0,0,0,1,0,0,30
8986,0,0,0,0,0,1,0,0,30
8987,0,0,0,0,0,1,0,0,30
8988,0,0,0,0,0,1,0,0,30
8989,0,0,0.6064,0.0304,0.0912,0.2688,0.0032,0,30
8990,0,0,0.8816,0,0.0112,0.1072,0,0,30
8991,0,0,0.581538462,0,0.018461538,0.4,0,0,30
8992,0,0,0.2576,0,0.192,0.5328,0.0176,0,30
8993,0,0,0.7552,0,0.1536,0.088,0.0032,0,30
8994,0,0,0.8112,0,0.0096,0.168,0.0112,0,30
8995,0.0176,0,0.504,0.0016,0.0256,0.408,0.0432,0.08096,29.472
8996,0.001538462,0,0.515384615,0,0.046153846,0.42,0.016923077,0.007076923,29.95384615
8997,0.0304,0,0.3408,0.0032,0.0784,0.4848,0.0624,0.13984,29.088
8998,0.5776,0,0.0192,0,0.1184,0.2496,0.0352,2.65696,12.672
8999,0.4512,0,0,0.3392,0.0496,0.16,0,2.07552,16.464
9000,0.24,0,0,0.566153846,0.087692308,0.106153846,0,1.104,22.8
9001,0.7376,0,0,0.0672,0.1248,0.0656,0.0048,3.39296,7.872
9002,0.632,0,0,0.1392,0.064,0.1648,0,2.9072,11.04
9003,0.5232,0,0,0.2784,0.0512,0.1472,0,2.40672,14.304
9004,0.2,0,0,0.5456,0.0752,0.1792,0,0.92,24
9005,0.315384615,0,0,0.287692308,0.141538462,0.229230769,0.026153846,1.450769231,20.53846154
9006,0.2352,0,0,0.3232,0.1024,0.296,0.0432,1.08192,22.944
9007,0.1104,0,0,0.4736,0.056,0.288,0.072,0.50784,26.688
9008,0.64,0,0,0.1984,0.0944,0.0672,0,2.944,10.8
9009,0.5456,0,0,0.056,0.232,0.1392,0.0272,2.50976,13.632
9010,0.418461538,0,0,0.416923077,0.107692308,0.056923077,0,1.924923077,17.44615385
9011,0.6608,0,0,0.1504,0.0768,0.112,0,3.03968,10.176
9012,0.1008,0,0.04,0.3424,0.0768,0.4384,0.0016,0.46368,26.976
9013,0.0608,0,0.7328,0.0112,0.0432,0.1024,0.0496,0.27968,28.176
9014,0.1808,0,0.216,0.288,0.0752,0.2368,0.0032,1.808,24.576
9015,0.295384615,0,0,0.64,0.010769231,0.053846154,0,2.953846154,21.13846154
9016,0.0016,0,0,0.9088,0.0592,0.0304,0,0.016,29.952
9017,0,0,0,0.56,0.1008,0.3152,0.024,0,30
9018,0,0,0.1328,0.04,0.2032,0.6048,0.0192,0,30
9019,0,0,0.173846154,0.015384615,0.121538462,0.678461538,0.010769231,0,30
9020,0,0,0,0.304,0.1456,0.5504,0,0,30
9021,0.0032,0,0,0.6672,0.0928,0.2368,0,0.032,29.904
9022,0,0,0,0.8752,0.0592,0.0656,0,0,30
9023,0,0,0,0.672,0.0592,0.2656,0.0032,0,30
9024,0,0,0,0.429230769,0.103076923,0.450769231,0.016923077,0,30
9025,0,0,0.0096,0.2336,0.1664,0.5488,0.0416,0,30
9026,0,0,0.0016,0.1104,0.28,0.5728,0.0352,0,30
9027,0,0,0,0.208,0.272,0.5008,0.0192,0,30
9028,0,0,0,0.3184,0.1984,0.4768,0.0064,0,30
9029,0,0,0,0.009230769,0.124615385,0.856923077,0.009230769,0,30
9030,0,0,0,0,0.0112,0.9856,0.0032,0,30
9031,0,0,0,0,0.0096,0.9904,0,0,30
9032,0.0528,0,0,0.3968,0.0176,0.5328,0,0.24288,28.416
9033,0.432,0,0,0.2016,0.0912,0.2752,0,1.9872,17.04
9034,0.521538462,0,0,0.016923077,0.021538462,0.44,0,2.399076923,14.35384615
9035,0.0048,0,0,0.0688,0.0256,0.9008,0,0.02208,29.856
9036,0.2928,0,0,0.4256,0.1216,0.16,0,1.34688,21.216
9037,0.6032,0,0.0032,0.0192,0.2224,0.152,0,2.77472,11.904
9038,0.027692308,0,0.010769231,0.16,0.390769231,0.410769231,0,0.127384615,29.16923077
9039,0,0,0,0.9248,0.016,0.0592,0,0,30
9040,0,0,0,0.6272,0.0688,0.304,0,0,30
9041,0.0016,0,0.0032,0.0048,0.592,0.3984,0,0.016,29.952
9042,0,0,0.0064,0,0.1232,0.8704,0,0,30
9043,0,0,0,0.001538462,0,0.998461538,0,0,30
9044,0,0,0,0.0032,0.0032,0.9936,0,0,30
9045,0.0064,0,0,0.2496,0.024,0.72,0,0.02944,29.808
9046,0.1648,0,0,0.3456,0.168,0.3216,0,0.75808,25.056
9047,0.0352,0,0.0016,0.4608,0.0896,0.3728,0.04,0.16192,28.944
9048,0,0,0.293846154,0.063076923,0.169230769,0.450769231,0.023076923,0,30
9049,0,0,0.1056,0.1376,0.1824,0.5744,0,0,30
9050,0.0656,0,0.2464,0.1376,0.3584,0.192,0,0.30176,28.032
9051,0.096,0,0.2976,0.1184,0.344,0.144,0,0.4416,27.12
9052,0.232,0,0,0.4208,0.2096,0.1376,0,1.0672,23.04
9053,0.690769231,0,0,0.081538462,0.203076923,0.024615385,0,3.177538462,9.276923077
9054,0.1392,0,0.0064,0.576,0.0976,0.1808,0,1.01184,25.824
9055,0.0896,0,0.0032,0.3808,0.1408,0.3856,0,0.55904,27.312
9056,0.176,0,0.0016,0.4416,0.1584,0.2224,0,0.9392,24.72
9057,0.1968,0,0,0.5024,0.0928,0.208,0,0.90528,24.096
9058,0.716923077,0,0,0.147692308,0.106153846,0.029230769,0,3.297846154,8.492307692
9059,0.3776,0,0,0.024,0.1392,0.4592,0,1.73696,18.672
9060,0.0064,0,0,0.0096,0.0176,0.9664,0,0.02944,29.808
9061,0,0,0,0,0,1,0,0,30
9062,0,0,0,0,0,1,0,0,30
9063,0,0,0,0,0,1,0,0,30
9064,0,0,0,0,0,1,0,0,30
9065,0,0,0,0,0,1,0,0,30
9066,0,0,0,0,0,1,0,0,30
9067,0,0,0,0,0,1,0,0,30
9068,0,0,0,0,0,1,0,0,30
9069,0,0,0,0,0,1,0,0,30
9070,0,0,0,0,0,1,0,0,30
9071,0,0,0,0,0,1,0,0,30
9072,0,0,0,0,0,1,0,0,30
9073,0,0,0,0,0,1,0,0,30
9074,0,0,0,0,0,1,0,0,30
9075,0,0,0,0,0,1,0,0,30
9076,0,0,0,0,0,1,0,0,30
9077,0,0,0,0,0,1,0,0,30
9078,0,0,0,0,0,1,0,0,30
9079,0,0,0,0,0,1,0,0,30
9080,0,0,0,0,0,1,0,0,30
9081,0,0,0,0,0,1,0,0,30
9082,0,0,0,0,0,1,0,0,30
9083,0,0,0,0,0,1,0,0,30
9084,0,0,0,0,0,1,0,0,30
9085,0,0,0,0,0,1,0,0,30
9086,0,0,0,0,0,1,0,0,30
9087,0,0,0,0,0,1,0,0,30
9088,0,0,0,0,0,1,0,0,30
9089,0,0,0,0,0,1,0,0,30
9090,0,0,0.7376,0,0.0528,0.2096,0,0,30
9091,0,0,0.4448,0,0.032,0.5232,0,0,30
9092,0,0,0.270769231,0,0.058461538,0.658461538,0.012307692,0,30
9093,0.008,0,0.4304,0,0.0752,0.4432,0.0432,0.0368,29.76
9094,0.0448,0,0.4144,0.04,0.0256,0.4704,0.0048,0.448,28.656
9095,0.0272,0,0.1744,0.2512,0.0096,0.5376,0,0.12512,29.184
9096,0.704,0,0,0.0928,0.0688,0.1344,0,3.2384,8.88
9097,0.718461538,0,0.007692308,0.030769231,0.092307692,0.141538462,0.009230769,3.304923077,8.446153846
9098,0.6512,0,0.0176,0.0128,0.2208,0.0608,0.0368,2.99552,10.464
9099,0.4368,0,0,0.3936,0.0496,0.1184,0.0016,2.00928,16.896
9100,0.3632,0,0,0.2944,0.1744,0.1664,0.0016,1.67072,19.104
9101,0.392307692,0,0,0.503076923,0.055384615,0.049230769,0,1.804615385,18.23076923
9102,0.5008,0,0,0.3744,0.0832,0.04,0.0016,2.30368,14.976
9103,0.4736,0,0,0.3536,0.0928,0.0784,0.0016,2.17856,15.792
9104,0.4128,0,0,0.3232,0.0848,0.1792,0,1.89888,17.616
9105,0.68,0,0,0.0944,0.12,0.1056,0,3.128,9.6
9106,0.446153846,0,0,0.052307692,0.112307692,0.252307692,0.136923077,2.052307692,16.61538462
9107,0,0,0,0,0.12,0.672,0.208,0,30
9108,0.0048,0,0,0.0288,0.0624,0.8352,0.0688,0.048,29.856
9109,0.3424,0,0,0.4096,0.1264,0.1136,0.008,1.57504,19.728
9110,0.6096,0,0,0.0192,0.256,0.1136,0.0016,2.80416,11.712
9111,0.452307692,0,0,0.289230769,0.087692308,0.169230769,0.001538462,2.080615385,16.43076923
9112,0.3088,0,0,0.4032,0.1184,0.1696,0,1.42048,20.736
9113,0.064,0,0.0368,0.3376,0.0848,0.472,0.0048,0.2944,28.08
9114,0,0,0.5744,0,0.0064,0.416,0.0032,0,30
9115,0.2032,0,0.1136,0.176,0.1312,0.376,0,2.032,23.904
9116,0.336923077,0,0,0.549230769,0.050769231,0.063076923,0,3.369230769,19.89230769
9117,0.0192,0,0,0.5472,0.1232,0.3104,0,0.192,29.424
9118,0,0,0,0.8864,0.1024,0.0112,0,0,30
9119,0,0,0,0.536,0.1264,0.2912,0.0464,0,30
9120,0,0,0,0.747692308,0.016923077,0.206153846,0.029230769,0,30
9121,0,0,0,0.9232,0.0304,0.0464,0,0,30
9122,0,0,0,0.584,0.0864,0.3008,0.0288,0,30
9123,0,0,0,0.1264,0.1856,0.6256,0.0624,0,30
9124,0,0,0.0048,0,0.2048,0.776,0.0144,0,30
9125,0,0,0.003076923,0,0.072307692,0.910769231,0.013846154,0,30
9126,0,0,0.0112,0.0016,0.0176,0.9696,0,0,30
9127,0,0,0.0016,0,0,0.9984,0,0,30
9128,0,0,0,0.0752,0.0112,0.9136,0,0,30
9129,0,0,0,0.496,0.104,0.4,0,0,30
9130,0,0,0,0.029230769,0.013846154,0.956923077,0,0,30
9131,0,0,0,0.0048,0.0016,0.9936,0,0,30
9132,0,0,0,0.0016,0.0016,0.9968,0,0,30
9133,0.3152,0,0,0.352,0.0656,0.2672,0,1.53632,20.544
9134,0.5104,0,0,0.1888,0.0432,0.2576,0,2.4256,14.688
9135,0.304615385,0,0,0,0.064615385,0.630769231,0,1.401230769,20.86153846
9136,0.0256,0,0,0.008,0.0336,0.9328,0,0.11776,29.232
9137,0.392,0,0,0.1792,0.0624,0.3664,0,1.83776,18.24
9138,0.3424,0,0,0.3344,0.1104,0.2128,0,1.57504,19.728
9139,0.456923077,0,0,0.096923077,0.247692308,0.198461538,0,2.101846154,16.29230769
9140,0.0576,0,0.0016,0.2336,0.448,0.2592,0,0.26496,28.272
9141,0,0,0,0.9568,0.0064,0.0368,0,0,30
9142,0,0,0.0064,0.3264,0.1456,0.5216,0,0,30
9143,0,0,0,0.0112,0.56,0.4288,0,0,30
9144,0,0,0,0.004615385,0.063076923,0.932307692,0,0,30
9145,0.0336,0,0,0.0368,0.0352,0.8944,0,0.15456,28.992
9146,0.0208,0,0,0.3664,0.0192,0.5936,0,0.09568,29.376
9147,0.1088,0,0,0.0032,0.0512,0.8368,0,0.50048,26.736
9148,0,0,0,0.2944,0.0272,0.6784,0,0,30
9149,0,0,0.172307692,0.396923077,0.163076923,0.267692308,0,0,30
9150,0,0,0,0.368,0.0544,0.5776,0,0,30
9151,0.2096,0,0,0.3696,0.2752,0.1456,0,0.96416,23.712
9152,0.384,0,0,0.36,0.1552,0.1008,0,1.7664,18.48
9153,0.3248,0,0,0.4688,0.072,0.1344,0,1.49408,20.256
9154,0.726153846,0,0,0.053846154,0.178461538,0.041538462,0,3.340307692,8.215384615
9155,0.0544,0,0.008,0.3712,0.176,0.3904,0,0.2848,28.368
9156,0.224,0,0.0032,0.3136,0.0928,0.3664,0,1.96352,23.28
9157,0.5648,0,0,0.32,0.0592,0.056,0,2.7104,13.056
9158,0.7456,0,0,0.0352,0.1088,0.1104,0,3.42976,7.632
9159,0.193846154,0,0,0.029230769,0.081538462,0.695384615,0,0.891692308,24.18461538
9160,0,0,0,0,0,1,0,0,30
9161,0,0,0,0,0,1,0,0,30
9162,0,0,0,0,0,1,0,0,30
9163,0,0,0,0,0,1,0,0,30
9164,0,0,0,0,0,1,0,0,30
9165,0,0,0,0,0,1,0,0,30
9166,0,0,0,0,0,1,0,0,30
9167,0,0,0,0,0,1,0,0,30
9168,0,0,0,0,0,1,0,0,30
9169,0,0,0,0,0,1,0,0,30
9170,0,0,0,0,0,1,0,0,30
9171,0,0,0,0,0,1,0,0,30
9172,0,0,0,0,0,1,0,0,30
9173,0,0,0,0,0,1,0,0,30
9174,0,0,0,0,0,1,0,0,30
9175,0,0,0,0,0,1,0,0,30
9176,0,0,0,0,0,1,0,0,30
9177,0,0,0,0,0,1,0,0,30
9178,0,0,0,0,0,1,0,0,30
9179,0,0,0,0,0,1,0,0,30
9180,0,0,0,0,0,1,0,0,30
9181,0,0,0,0,0,1,0,0,30
9182,0,0,0,0,0,1,0,0,30
9183,0,0,0,0,0,1,0,0,30
9184,0,0,0,0,0,1,0,0,30
9185,0,0,0,0,0,1,0,0,30
9186,0,0,0,0,0,1,0,0,30
9187,0,0,0,0,0,1,0,0,30
9188,0,0,0,0,0,1,0,0,30
9189,0,0,0,0,0,1,0,0,30
9190,0,0,0,0,0,1,0,0,30
9191,0,0,0.1088,0,0.0128,0.8784,0,0,30
9192,0,0,0.2848,0,0,0.7152,0,0,30
9193,0,0,0.28,0.032307692,0.093846154,0.576923077,0.016923077,0,30
9194,0.4288,0,0.0208,0.104,0.1472,0.2928,0.0064,1.97248,17.136
9195,0.288,0,0,0.4064,0.0832,0.2208,0.0016,1.4112,21.36
9196,0.496,0,0,0.3952,0.0736,0.0352,0,2.2816,15.12
9197,0.488,0,0,0.3248,0.0624,0.1248,0,2.2448,15.36
9198,0.375384615,0,0,0.458461538,0.055384615,0.110769231,0,1.726769231,18.73846154
9199,0.288,0,0,0.44,0.1088,0.1632,0,1.3248,21.36
9200,0.5952,0,0,0.2032,0.0752,0.1264,0,2.73792,12.144
9201,0.6496,0,0,0.0096,0.184,0.1456,0.0112,2.98816,10.512
9202,0.447692308,0,0,0.387692308,0.066153846,0.095384615,0.003076923,2.059384615,16.56923077
9203,0.7776,0,0,0.0128,0.1248,0.0832,0.0016,3.57696,6.672
9204,0.8096,0,0,0.04,0.0912,0.0592,0,3.72416,5.712
9205,0.3952,0,0,0.3216,0.1184,0.1648,0,1.81792,18.144
9206,0.5712,0,0,0.2048,0.1984,0.0256,0,2.62752,12.864
9207,0.583076923,0,0.001538462,0.021538462,0.123076923,0.169230769,0.101538462,2.682153846,12.50769231
9208,0,0,0.0048,0.0096,0.1584,0.6496,0.1776,0,30
9209,0,0,0.0032,0.1104,0.1488,0.6784,0.0592,0,30
9210,0.0416,0,0,0.6288,0.1792,0.1472,0.0032,0.19136,28.752
9211,0.504,0,0,0.2576,0.1248,0.1136,0,2.3184,14.88
9212,0.536923077,0,0,0.033846154,0.250769231,0.166153846,0.012307692,2.469846154,13.89230769
9213,0.5792,0,0,0.0128,0.2496,0.1504,0.008,2.66432,12.624
9214,0.2688,0,0,0.376,0.2224,0.1312,0.0016,1.23648,21.936
9215,0,0,0.5584,0.0864,0.0496,0.2544,0.0512,0,30
9216,0.0736,0,0.2272,0.4576,0.0912,0.1504,0,0.736,27.792
9217,0.369230769,0,0,0.490769231,0.06,0.08,0,3.692307692,18.92307692
9218,0.0208,0,0,0.2432,0.2256,0.5072,0.0032,0.208,29.376
9219,0,0,0,0.904,0.0448,0.0512,0,0,30
9220,0,0,0,0.9472,0.0496,0.0032,0,0,30
9221,0,0,0,0.749230769,0.08,0.149230769,0.021538462,0,30
9222,0,0,0.1504,0.0848,0.1328,0.632,0,0,30
9223,0,0,0.032,0.0016,0.0432,0.9232,0,0,30
9224,0,0,0,0,0.024,0.976,0,0,30
9225,0,0,0,0,0.0016,0.9984,0,0,30
9226,0,0,0,0.143076923,0.016923077,0.84,0,0,30
9227,0,0,0,0.1776,0.0288,0.7936,0,0,30
9228,0,0,0,0.144,0.0336,0.8224,0,0,30
9229,0,0,0,0.192,0.0304,0.7776,0,0,30
9230,0,0,0,0.6016,0.1616,0.2368,0,0,30
9231,0.012307692,0,0,0.306153846,0.043076923,0.636923077,0.001538462,0.056615385,29.63076923
9232,0.0896,0,0,0.2496,0.0416,0.6192,0,0.41216,27.312
9233,0.1616,0,0,0.368,0.1648,0.3056,0,0.8384,25.152
9234,0.168,0,0,0.2928,0.096,0.4432,0,0.7728,24.96
9235,0.3248,0,0,0.328,0.0992,0.248,0,1.49408,20.256
9236,0.166153846,0,0,0.310769231,0.012307692,0.509230769,0.001538462,0.772615385,25.01538462
9237,0.1264,0,0,0.3168,0.0736,0.4832,0,0.58144,26.208
9238,0.0944,0,0,0.216,0.0336,0.656,0,0.43424,27.168
9239,0.3264,0,0,0.3264,0.128,0.2192,0,1.50144,20.208
9240,0.495384615,0,0,0.272307692,0.063076923,0.169230769,0,2.278769231,15.13846154
9241,0.2768,0,0,0.0256,0.3104,0.3856,0.0016,1.27328,21.696
9242,0.0128,0,0.0032,0.3008,0.4176,0.2656,0,0.05888,29.616
9243,0,0,0,0.9152,0.0032,0.0816,0,0,30
9244,0,0,0,0.104,0.4832,0.4128,0,0,30
9245,0.02,0,0,0.021538462,0.527692308,0.418461538,0.012307692,0.092,29.4
9246,0.6208,0,0,0.064,0.0672,0.216,0.032,2.85568,11.376
9247,0.1968,0,0,0.4288,0.0384,0.336,0,0.90528,24.096
9248,0.4432,0,0,0.0752,0.0576,0.424,0,2.03872,16.704
9249,0,0,0,0.3712,0.032,0.5968,0,0,30
9250,0,0,0.001538462,0.201538462,0.213846154,0.583076923,0,0,30
9251,0.3392,0,0.0048,0.2288,0.024,0.4032,0,1.56032,19.824
9252,0.2672,0,0,0.3504,0.048,0.3344,0,1.22912,21.984
9253,0.5872,0,0,0.104,0.168,0.1408,0,2.70112,12.384
9254,0.304,0,0,0.3872,0.1056,0.2032,0,1.3984,20.88
9255,0.732307692,0,0,0.073846154,0.163076923,0.030769231,0,3.368615385,8.030769231
9256,0.04,0,0.0048,0.568,0.1376,0.2496,0,0.26176,28.8
9257,0.5472,0,0.0032,0.288,0.072,0.0896,0,2.58624,13.584
9258,0.5408,0,0,0.0208,0.1296,0.3088,0,2.48768,13.776
9259,0.0608,0,0,0.0064,0.0288,0.904,0,0.27968,28.176
9260,0,0,0,0,0,1,0,0,30
9261,0,0,0,0,0,1,0,0,30
9262,0,0,0,0,0,1,0,0,30
9263,0,0,0,0,0,1,0,0,30
9264,0,0,0,0,0,1,0,0,30
9265,0,0,0,0,0,1,0,0,30
9266,0,0,0,0,0,1,0,0,30
9267,0,0,0,0,0,1,0,0,30
9268,0,0,0,0,0,1,0,0,30
9269,0,0,0,0,0,1,0,0,30
9270,0,0,0,0,0,1,0,0,30
9271,0,0,0,0,0,1,0,0,30
9272,0,0,0,0,0,1,0,0,30
9273,0,0,0,0,0,1,0,0,30
9274,0,0,0,0,0,1,0,0,30
9275,0,0,0,0,0,1,0,0,30
9276,0,0,0,0,0,1,0,0,30
9277,0,0,0,0,0,1,0,0,30
9278,0,0,0,0,0,1,0,0,30
9279,0,0,0,0,0,1,0,0,30
9280,0,0,0,0,0,1,0,0,30
9281,0,0,0,0,0,1,0,0,30
9282,0,0,0,0,0,1,0,0,30
9283,0,0,0,0,0,1,0,0,30
9284,0,0,0,0,0,1,0,0,30
9285,0,0,0,0,0,1,0,0,30
9286,0,0,0,0,0,1,0,0,30
9287,0,0,0,0,0,1,0,0,30
9288,0,0,0,0,0,1,0,0,30
9289,0,0,0,0,0,1,0,0,30
9290,0,0,0,0,0,1,0,0,30
9291,0,0,0,0,0,1,0,0,30
9292,0,0,0.144615385,0,0.038461538,0.801538462,0.015384615,0,30
9293,0,0,0.42,0,0.04,0.535384615,0.004615385,0,30
9294,0.00443787,0,0.196745562,0.270710059,0.140532544,0.387573964,0,0.020414201,29.86686391
9295,0.552307692,0,0,0.218461538,0.192307692,0.035384615,0.001538462,2.540615385,13.43076923
9296,0.249230769,0,0,0.618461538,0.047692308,0.084615385,0,1.146461538,22.52307692
9297,0.507692308,0,0,0.124615385,0.176923077,0.186153846,0.004615385,2.335384615,14.76923077
9298,0.706153846,0,0,0.024615385,0.090769231,0.178461538,0,3.248307692,8.815384615
9299,0.73816568,0,0,0.00739645,0.174556213,0.079881657,0,3.39556213,7.855029586
9300,0.601538462,0,0,0.015384615,0.223076923,0.152307692,0.007692308,2.767076923,11.95384615
9301,0.76,0,0,0.006153846,0.143076923,0.089230769,0.001538462,3.496,7.2
9302,0.650769231,0,0,0.023076923,0.135384615,0.190769231,0,2.993538462,10.47692308
9303,0.371301775,0,0,0.273668639,0.23816568,0.116863905,0,1.707988166,18.86094675
9304,0.636923077,0,0,0.12,0.129230769,0.113846154,0,2.929846154,10.89230769
9305,0.547692308,0,0,0.147692308,0.152307692,0.149230769,0.003076923,2.519384615,13.56923077
9306,0.289230769,0,0,0.469230769,0.073846154,0.167692308,0,1.330461538,21.32307692
9307,0.312307692,0,0,0.387692308,0.204615385,0.095384615,0,1.436615385,20.63076923
9308,0.329881657,0,0,0.420118343,0.137573964,0.094674556,0.017751479,1.517455621,20.1035503
9309,0.001538462,0,0.003076923,0.316923077,0.083076923,0.489230769,0.106153846,0.007076923,29.95384615
9310,0.38,0,0,0.310769231,0.163076923,0.130769231,0.015384615,1.748,18.6
9311,0.493846154,0,0,0.064615385,0.244615385,0.195384615,0.001538462,2.271692308,15.18461538
9312,0.204615385,0,0,0.469230769,0.189230769,0.136923077,0,0.941230769,23.86153846
9313,0.633136095,0,0,0.071005917,0.232248521,0.063609467,0,2.912426036,11.00591716
9314,0.273846154,0,0,0.366153846,0.235384615,0.124615385,0,1.259692308,21.78461538
9315,0.366153846,0,0,0.204615385,0.284615385,0.143076923,0.001538462,1.684307692,19.01538462
9316,0.424615385,0,0.186153846,0.030769231,0.098461538,0.230769231,0.029230769,1.953230769,17.26153846
9317,0.001538462,0,0.249230769,0.418461538,0.149230769,0.176923077,0.004615385,0.015384615,29.95384615
9318,0.01035503,0,0,0.696745562,0.013313609,0.279585799,0,0.103550296,29.68934911
9319,0,0,0,0.889230769,0.024615385,0.086153846,0,0,30
9320,0,0,0,0.675384615,0.098461538,0.226153846,0,0,30
9321,0,0,0,0.801538462,0.053846154,0.138461538,0.006153846,0,30
9322,0,0,0,0.73816568,0.099112426,0.082840237,0.079881657,0,30
9323,0,0,0.321538462,0.124615385,0.327692308,0.187692308,0.038461538,0,30
9324,0,0,0.401538462,0,0.001538462,0.596923077,0,0,30
9325,0,0,0.009230769,0.010769231,0.02,0.96,0,0,30
9326,0,0,0,0.015384615,0.003076923,0.981538462,0,0,30
9327,0.053254438,0,0,0.668639053,0.137573964,0.140532544,0,0.244970414,28.40236686
9328,0.046153846,0,0,0.663076923,0.216923077,0.073846154,0,0.212307692,28.61538462
9329,0.056923077,0,0,0.718461538,0.092307692,0.132307692,0,0.261846154,28.29230769
9330,0.044615385,0,0,0.553846154,0.169230769,0.232307692,0,0.205230769,28.66153846
9331,0,0,0,0.733846154,0.110769231,0.155384615,0,0,30
9332,0.034023669,0,0,0.090236686,0.059171598,0.816568047,0,0.156508876,28.97928994
9333,0.167692308,0,0,0.023076923,0.229230769,0.58,0,0.771384615,24.96923077
9334,0.209230769,0,0,0.02,0.316923077,0.453846154,0,1.004,23.72307692
9335,0.469230769,0,0,0.098461538,0.152307692,0.278461538,0.001538462,2.158461538,15.92307692
9336,0.644615385,0,0,0.047692308,0.16,0.147692308,0,2.965230769,10.66153846
9337,0.207100592,0,0,0.016272189,0.060650888,0.715976331,0,0.952662722,23.78698225
9338,0.718461538,0,0,0.043076923,0.115384615,0.121538462,0.001538462,3.304923077,8.446153846
9339,0.547692308,0,0,0.073846154,0.066153846,0.312307692,0,2.544307692,13.56923077
9340,0.455384615,0,0,0.069230769,0.150769231,0.324615385,0,2.111384615,16.33846154
9341,0.539940828,0,0,0.270710059,0.081360947,0.107988166,0,2.483727811,13.80177515
9342,0.615384615,0,0,0.267692308,0.08,0.036923077,0,2.830769231,11.53846154
9343,0.395384615,0,0,0.061538462,0.42,0.123076923,0,1.818769231,18.13846154
9344,0.013846154,0,0,0.507692308,0.364615385,0.113846154,0,0.063692308,29.58461538
9345,0,0,0,0.726153846,0.003076923,0.270769231,0,0,30
9346,0.00147929,0,0.00147929,0.022189349,0.50591716,0.468934911,0,0.014792899,29.9556213
9347,0.072307692,0,0,0.121538462,0.190769231,0.603076923,0.012307692,0.332615385,27.83076923
9348,0.393846154,0,0,0.152307692,0.044615385,0.409230769,0,1.811692308,18.18461538
9349,0.083076923,0,0,0.58,0.030769231,0.306153846,0,0.382153846,27.50769231
9350,0,0,0,0.118461538,0.101538462,0.78,0,0,30
9351,0,0,0.00739645,0.124260355,0.204142012,0.664201183,0,0,30
9352,0,0,0,0.052307692,0.010769231,0.936923077,0,0,30
9353,0.033846154,0,0,0.304615385,0.066153846,0.595384615,0,0.155692308,28.98461538
9354,0.498461538,0,0,0.021538462,0.195384615,0.284615385,0,2.292923077,15.04615385
9355,0.190769231,0,0,0.638461538,0.093846154,0.076923077,0,0.877538462,24.27692308
9356,0.213017751,0,0,0.368343195,0.116863905,0.301775148,0,0.979881657,23.60946746
9357,0.3,0,0,0.04,0.375384615,0.284615385,0,1.388307692,21
9358,0.110769231,0,0,0.007692308,0.083076923,0.798461538,0,0.509538462,26.67692308
9359,0.003076923,0,0,0,0.004615385,0.992307692,0,0.014153846,29.90769231
9360,0,0,0,0,0,1,0,0,30
9361,0,0,0,0,0,1,0,0,30
